Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,MonthName,Day,WeekOfYear,IsWeekend,SalesPerCustomer,PromoStatus,HolidayStatus,CompetitionGroup
106,5,2015-01-16,9830,934,1,1.0,0.0,0.0,Type A,Basic,1390.0,8.0,2013.0,0,0.0,0.0,None,2015,1,January,16,3,0,10.524625267665954,Promo,Holiday,Near
445,5,2015-01-30,9181,1332,1,1.0,0.0,0.0,Type A,Basic,240.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,30,5,0,6.892642642642643,Promo,Holiday,Very Near
405,2,2015-02-03,6513,615,1,1.0,0.0,0.0,Type A,Basic,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,3,6,0,10.590243902439024,Promo,Holiday,Near
281,1,2015-02-02,6865,592,1,1.0,0.0,0.0,Type D,Extended,6970.0,9.0,2011.0,0,0.0,0.0,None,2015,2,February,2,6,0,11.596283783783784,Promo,Holiday,Moderate
256,1,2015-07-20,7271,922,1,0.0,0,1.0,Type A,Extended,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,July,20,30,0,7.886117136659436,No Promo,Non-Holiday,Very Near
1016,2,2015-07-07,4956,456,1,0.0,0,1.0,Type C,Extended,550.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,7,July,7,28,0,10.868421052631579,No Promo,Non-Holiday,Very Near
547,1,2015-03-16,7537,497,1,1.0,0,0.0,Type D,Extended,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,3,March,16,12,0,15.164989939637827,Promo,Non-Holiday,Moderate
659,5,2015-03-27,4202,523,1,0.0,0,0.0,Type D,Basic,1590.0,3.0,2012.0,0,0.0,0.0,None,2015,3,March,27,13,0,8.034416826003824,No Promo,Non-Holiday,Near
784,2,2015-03-17,8201,838,1,1.0,0,0.0,Type A,Basic,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,17,12,0,9.786396181384248,Promo,Non-Holiday,Very Near
750,1,2015-02-16,6603,486,1,1.0,0,1.0,Type D,Basic,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,16,8,0,13.58641975308642,Promo,Non-Holiday,Moderate
593,5,2015-07-10,8678,1175,1,0.0,0,0.0,Type A,Extended,33060.0,3.0,2010.0,0,0.0,0.0,None,2015,7,July,10,28,0,7.385531914893617,No Promo,Non-Holiday,
418,1,2015-06-01,9684,855,1,1.0,0,0.0,Type A,Basic,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",2015,6,June,1,23,0,11.326315789473684,Promo,Non-Holiday,Near
68,6,2015-03-28,9346,1219,1,0.0,0,0.0,Type A,Extended,250.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,March,28,13,1,7.666940114848236,No Promo,Non-Holiday,Very Near
774,6,2015-03-07,4210,569,1,0.0,0,0.0,Type A,Extended,640.0,9.0,2013.0,0,0.0,0.0,None,2015,3,March,7,10,1,7.398945518453427,No Promo,Non-Holiday,Very Near
932,1,2015-06-01,9953,835,1,1.0,0,1.0,Type A,Basic,15700.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,June,1,23,0,11.919760479041916,Promo,Non-Holiday,Far
121,5,2015-04-17,4995,622,1,1.0,0,0.0,Type A,Basic,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,April,17,16,0,8.030546623794212,Promo,Non-Holiday,Near
906,1,2015-07-27,13997,1397,1,1.0,0,1.0,Type A,Basic,90.0,7.0,2010.0,0,0.0,0.0,None,2015,7,July,27,31,0,10.01932712956335,Promo,Non-Holiday,Very Near
745,6,2015-03-14,2971,266,1,0.0,0,0.0,Type A,Basic,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,March,14,11,1,11.169172932330827,No Promo,Non-Holiday,Far
851,4,2015-05-07,4880,416,1,1.0,0,0.0,Type D,Extended,2330.0,0.0,0.0,1,49.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,May,7,19,0,11.73076923076923,Promo,Non-Holiday,Near
1071,2,2015-07-21,5411,693,1,0.0,0,1.0,Type A,Basic,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,July,21,30,0,7.808080808080808,No Promo,Non-Holiday,Very Near
571,5,2015-03-13,8228,623,1,0.0,0,0.0,Type D,Basic,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,13,11,0,13.207062600321027,No Promo,Non-Holiday,Near
658,6,2015-07-04,3796,397,1,0.0,0,0.0,Type D,Extended,520.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,July,4,27,1,9.561712846347607,No Promo,Non-Holiday,Very Near
980,3,2015-04-29,8561,574,1,1.0,0,0.0,Type A,Basic,4420.0,9.0,2005.0,0,0.0,0.0,None,2015,4,April,29,18,0,14.914634146341463,Promo,Non-Holiday,Near
865,2,2015-02-10,6973,587,1,0.0,0,0.0,Type D,Extended,2640.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,10,7,0,11.879045996592845,No Promo,Non-Holiday,Near
100,3,2015-05-13,8414,738,1,0.0,0,0.0,Type D,Basic,17930.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,13,20,0,11.401084010840108,No Promo,Non-Holiday,Far
499,1,2015-02-16,6914,900,1,1.0,0,0.0,Type C,Extended,450.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,2,February,16,8,0,7.682222222222222,Promo,Non-Holiday,Very Near
1092,2,2015-04-07,13093,1304,1,0.0,0,1.0,Type A,Basic,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,7,15,0,10.04064417177914,No Promo,Non-Holiday,Very Near
721,1,2015-07-06,7911,732,1,0.0,0,0.0,Type A,Extended,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,July,6,28,0,10.807377049180328,No Promo,Non-Holiday,Near
530,3,2015-05-20,5874,951,1,1.0,0,0.0,Type A,Extended,18160.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,20,21,0,6.176656151419558,Promo,Non-Holiday,Far
483,3,2015-02-04,4862,640,1,1.0,0.0,1.0,Type A,Extended,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,2,February,4,6,0,7.596875,Promo,Holiday,Near
175,2,2015-02-10,4959,634,1,0.0,0,0.0,Type C,Basic,4130.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,10,7,0,7.821766561514195,No Promo,Non-Holiday,Near
676,2,2015-06-09,8061,1953,1,0.0,0,0.0,Type B,Extra,1410.0,9.0,2008.0,0,0.0,0.0,None,2015,6,June,9,24,0,4.127496159754224,No Promo,Non-Holiday,Near
347,5,2015-07-31,7512,504,1,1.0,0,1.0,Type D,Extended,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,July,31,31,0,14.904761904761905,Promo,Non-Holiday,Moderate
108,4,2015-02-19,11678,893,1,1.0,0,1.0,Type D,Extended,2190.0,9.0,2003.0,0,0.0,0.0,None,2015,2,February,19,8,0,13.077267637178052,Promo,Non-Holiday,Near
699,5,2015-06-26,5991,793,1,0.0,0,0.0,Type A,Basic,180.0,0.0,0.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,June,26,26,0,7.554854981084489,No Promo,Non-Holiday,Very Near
772,6,2015-03-07,3994,528,1,0.0,0,0.0,Type D,Extended,1850.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,7,10,1,7.5643939393939394,No Promo,Non-Holiday,Near
825,1,2015-04-13,7414,723,1,1.0,0,0.0,Type A,Basic,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,13,16,0,10.254495159059475,Promo,Non-Holiday,Very Near
108,3,2015-06-24,8964,675,1,0.0,0,0.0,Type D,Extended,2190.0,9.0,2003.0,0,0.0,0.0,None,2015,6,June,24,26,0,13.28,No Promo,Non-Holiday,Near
700,1,2015-04-13,7279,723,1,1.0,0,0.0,Type A,Extended,830.0,0.0,0.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,April,13,16,0,10.06777316735823,Promo,Non-Holiday,Very Near
1031,6,2015-05-16,3900,359,1,0.0,0,0.0,Type D,Basic,590.0,5.0,2001.0,0,0.0,0.0,None,2015,5,May,16,20,1,10.86350974930362,No Promo,Non-Holiday,Very Near
880,4,2015-02-19,7968,826,1,1.0,0,0.0,Type A,Extended,4570.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,19,8,0,9.646489104116222,Promo,Non-Holiday,Near
302,2,2015-03-24,2746,262,1,0.0,0,0.0,Type D,Extended,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,3,March,24,13,0,10.48091603053435,No Promo,Non-Holiday,Near
846,3,2015-04-01,10745,882,1,1.0,0,1.0,Type A,Extended,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,April,1,14,0,12.182539682539682,Promo,Non-Holiday,Moderate
643,6,2015-03-28,7124,912,1,0.0,0,0.0,Type A,Basic,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,3,March,28,13,1,7.81140350877193,No Promo,Non-Holiday,Very Near
593,2,2015-07-14,12237,1478,1,1.0,0,0.0,Type A,Extended,33060.0,3.0,2010.0,0,0.0,0.0,None,2015,7,July,14,29,0,8.279431664411367,Promo,Non-Holiday,
903,5,2015-07-24,11179,812,1,0.0,0,0.0,Type D,Extended,7290.0,9.0,2014.0,0,0.0,0.0,None,2015,7,July,24,30,0,13.767241379310345,No Promo,Non-Holiday,Moderate
763,2,2015-07-14,6630,585,1,1.0,0,0.0,Type D,Extended,32240.0,3.0,2010.0,0,0.0,0.0,None,2015,7,July,14,29,0,11.333333333333334,Promo,Non-Holiday,
634,6,2015-03-21,3690,379,1,0.0,0,0.0,Type D,Basic,18610.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,21,12,1,9.736147757255937,No Promo,Non-Holiday,Far
59,6,2015-06-27,2641,255,1,0.0,0,0.0,Type A,Extended,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,June,27,26,1,10.35686274509804,No Promo,Non-Holiday,Near
740,4,2015-03-05,7429,509,1,1.0,0,0.0,Type D,Basic,6400.0,3.0,2014.0,0,0.0,0.0,None,2015,3,March,5,10,0,14.595284872298624,Promo,Non-Holiday,Moderate
98,5,2015-06-19,6295,507,1,1.0,0,0.0,Type D,Extended,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,June,19,25,0,12.416173570019724,Promo,Non-Holiday,Far
568,3,2015-02-04,4953,406,1,1.0,0.0,0.0,Type D,Extended,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,February,4,6,0,12.199507389162562,Promo,Holiday,Near
845,6,2015-07-11,4564,322,1,0.0,0,0.0,Type D,Basic,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,11,28,1,14.173913043478262,No Promo,Non-Holiday,Moderate
119,3,2015-06-24,4647,574,1,0.0,0,0.0,Type A,Extended,2100.0,2.0,2010.0,0,0.0,0.0,None,2015,6,June,24,26,0,8.095818815331011,No Promo,Non-Holiday,Near
527,2,2015-07-07,9001,859,1,0.0,0,1.0,Type D,Extended,5830.0,4.0,2008.0,0,0.0,0.0,None,2015,7,July,7,28,0,10.478463329452852,No Promo,Non-Holiday,Moderate
102,2,2015-05-19,8159,1106,1,1.0,0,0.0,Type A,Basic,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,5,May,19,21,0,7.377034358047016,Promo,Non-Holiday,Very Near
140,6,2015-03-07,6603,877,1,0.0,0,0.0,Type A,Extended,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,7,10,1,7.529076396807298,No Promo,Non-Holiday,Near
1014,6,2015-01-31,6685,716,1,0.0,0.0,0.0,Type A,Extended,210.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,January,31,5,1,9.33659217877095,No Promo,Holiday,Very Near
681,1,2015-01-12,4621,551,1,1.0,0.0,0.0,Type A,Extended,620.0,0.0,0.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",2015,1,January,12,3,0,8.386569872958258,Promo,Holiday,Very Near
66,5,2015-03-27,5838,517,1,0.0,0,0.0,Type D,Basic,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,March,27,13,0,11.292069632495165,No Promo,Non-Holiday,Moderate
217,5,2015-06-05,5089,656,1,1.0,0,0.0,Type C,Basic,3150.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,5,23,0,7.757621951219512,Promo,Non-Holiday,Near
744,1,2015-01-26,8857,929,1,1.0,0.0,0.0,Type A,Basic,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,January,26,5,0,9.533907427341227,Promo,Holiday,Near
192,6,2015-03-07,16127,1107,1,0.0,0,0.0,Type D,Extended,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,3,March,7,10,1,14.568202348690154,No Promo,Non-Holiday,Near
326,2,2015-05-05,5836,442,1,1.0,0,0.0,Type D,Basic,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,5,May,5,19,0,13.203619909502262,Promo,Non-Holiday,Far
709,1,2015-04-27,14847,1758,1,1.0,0,0.0,Type A,Basic,500.0,12.0,2010.0,0,0.0,0.0,None,2015,4,April,27,18,0,8.445392491467576,Promo,Non-Holiday,Very Near
519,3,2015-03-18,4713,493,1,1.0,0,0.0,Type C,Extended,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,18,12,0,9.559837728194726,Promo,Non-Holiday,Near
760,2,2015-07-07,8391,1429,1,0.0,0,0.0,Type A,Basic,560.0,1.0,2011.0,0,0.0,0.0,None,2015,7,July,7,28,0,5.871938418474458,No Promo,Non-Holiday,Very Near
670,4,2015-04-09,6065,672,1,0.0,0,1.0,Type A,Basic,2060.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,4,April,9,15,0,9.025297619047619,No Promo,Non-Holiday,Near
255,1,2015-01-19,4884,563,1,0.0,0.0,0.0,Type C,Extended,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",2015,1,January,19,4,0,8.674955595026644,No Promo,Holiday,Near
656,1,2015-05-04,4136,458,1,1.0,0,0.0,Type D,Basic,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,5,May,4,19,0,9.030567685589519,Promo,Non-Holiday,Very Near
248,2,2015-03-24,6860,932,1,0.0,0,0.0,Type A,Extended,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,24,13,0,7.360515021459228,No Promo,Non-Holiday,Very Near
629,3,2015-06-03,7378,630,1,1.0,0,1.0,Type D,Basic,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2015,6,June,3,23,0,11.71111111111111,Promo,Non-Holiday,Very Near
845,5,2015-04-10,4605,376,1,0.0,0,1.0,Type D,Basic,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,10,15,0,12.247340425531915,No Promo,Non-Holiday,Moderate
718,3,2015-06-03,10565,1039,1,1.0,0,0.0,Type A,Basic,1100.0,6.0,2015.0,0,0.0,0.0,None,2015,6,June,3,23,0,10.168431183830606,Promo,Non-Holiday,Near
1083,5,2015-03-27,5718,406,1,0.0,0,0.0,Type D,Extended,11540.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,27,13,0,14.083743842364532,No Promo,Non-Holiday,Far
860,1,2015-07-20,6131,753,1,0.0,0,1.0,Type C,Extended,5980.0,2.0,2010.0,0,0.0,0.0,None,2015,7,July,20,30,0,8.142098273572378,No Promo,Non-Holiday,Moderate
289,1,2015-05-04,8647,684,1,1.0,0,0.0,Type D,Basic,6540.0,12.0,2007.0,0,0.0,0.0,None,2015,5,May,4,19,0,12.641812865497077,Promo,Non-Holiday,Moderate
13,2,2015-03-17,5639,415,1,1.0,0,0.0,Type D,Basic,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,3,March,17,12,0,13.587951807228915,Promo,Non-Holiday,Very Near
874,1,2015-05-04,6461,690,1,1.0,0,0.0,Type A,Basic,3210.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,4,19,0,9.36376811594203,Promo,Non-Holiday,Near
1075,3,2015-03-25,10089,1032,1,0.0,0,0.0,Type A,Extended,1410.0,10.0,2013.0,0,0.0,0.0,None,2015,3,March,25,13,0,9.776162790697674,No Promo,Non-Holiday,Near
743,3,2015-06-10,3150,373,1,0.0,0,0.0,Type A,Basic,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,June,10,24,0,8.445040214477212,No Promo,Non-Holiday,Moderate
535,2,2015-03-17,9441,1075,1,1.0,0,0.0,Type A,Basic,3570.0,4.0,2007.0,0,0.0,0.0,None,2015,3,March,17,12,0,8.782325581395348,Promo,Non-Holiday,Near
444,5,2015-02-20,11960,1480,1,1.0,0,1.0,Type C,Basic,1700.0,11.0,2009.0,0,0.0,0.0,None,2015,2,February,20,8,0,8.08108108108108,Promo,Non-Holiday,Near
319,1,2015-01-19,6551,807,1,0.0,0.0,0.0,Type A,Extended,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",2015,1,January,19,4,0,8.117719950433704,No Promo,Holiday,Very Near
739,5,2015-04-17,13282,991,1,1.0,0,0.0,Type D,Extended,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,17,16,0,13.402623612512613,Promo,Non-Holiday,Near
891,3,2015-04-08,6937,1027,1,0.0,0,1.0,Type A,Extended,350.0,0.0,0.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,4,April,8,15,0,6.75462512171373,No Promo,Non-Holiday,Very Near
1039,6,2015-06-06,8859,1094,1,0.0,0,0.0,Type A,Extended,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,June,6,23,1,8.097806215722121,No Promo,Non-Holiday,Very Near
704,4,2015-07-02,12637,1208,1,1.0,0,0.0,Type D,Extended,1910.0,4.0,2009.0,0,0.0,0.0,None,2015,7,July,2,27,0,10.461092715231787,Promo,Non-Holiday,Near
975,6,2015-07-11,5433,485,1,0.0,0,0.0,Type A,Extended,9630.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,11,28,1,11.202061855670102,No Promo,Non-Holiday,Moderate
809,6,2015-05-23,7303,661,1,0.0,0,0.0,Type A,Basic,12770.0,10.0,2000.0,0,0.0,0.0,None,2015,5,May,23,21,1,11.048411497730712,No Promo,Non-Holiday,Far
581,6,2015-04-04,3232,373,1,0.0,0,0.0,Type A,Basic,7250.0,12.0,2013.0,0,0.0,0.0,None,2015,4,April,4,14,1,8.664879356568365,No Promo,Non-Holiday,Moderate
16,5,2015-01-30,9546,921,1,1.0,0.0,0.0,Type A,Extended,3270.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,30,5,0,10.364820846905538,Promo,Holiday,Near
386,5,2015-05-08,7829,611,1,1.0,0,0.0,Type D,Extended,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,5,May,8,19,0,12.813420621931261,Promo,Non-Holiday,Near
1015,2,2015-05-26,6023,517,1,0.0,0,0.0,Type D,Extended,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,5,May,26,22,0,11.64990328820116,No Promo,Non-Holiday,Moderate
459,2,2015-05-05,10390,1218,1,1.0,0,0.0,Type A,Basic,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,May,5,19,0,8.530377668308702,Promo,Non-Holiday,Very Near
452,1,2015-05-04,7395,641,1,1.0,0,0.0,Type A,Extended,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",2015,5,May,4,19,0,11.536661466458659,Promo,Non-Holiday,Near
765,5,2015-04-10,7878,692,1,0.0,0,1.0,Type A,Extended,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,April,10,15,0,11.384393063583815,No Promo,Non-Holiday,
343,3,2015-01-21,5512,585,1,0.0,0.0,0.0,Type D,Basic,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",2015,1,January,21,4,0,9.422222222222222,No Promo,Holiday,Far
637,5,2015-05-29,8970,716,1,0.0,0,1.0,Type D,Extended,9790.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,5,May,29,22,0,12.527932960893855,No Promo,Non-Holiday,Moderate
348,6,2015-03-07,7695,694,1,0.0,0,0.0,Type A,Basic,16490.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,7,10,1,11.087896253602306,No Promo,Non-Holiday,Far
805,4,2015-04-02,9134,796,1,1.0,0,1.0,Type D,Basic,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,4,April,2,14,0,11.474874371859297,Promo,Non-Holiday,
86,3,2015-07-08,3658,511,1,0.0,0,1.0,Type A,Basic,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,July,8,28,0,7.158512720156556,No Promo,Non-Holiday,Very Near
249,6,2015-07-11,4457,433,1,0.0,0,0.0,Type D,Extended,18010.0,9.0,2014.0,0,0.0,0.0,None,2015,7,July,11,28,1,10.293302540415704,No Promo,Non-Holiday,Far
834,4,2015-04-09,5506,674,1,0.0,0,1.0,Type A,Basic,3470.0,3.0,2012.0,0,0.0,0.0,None,2015,4,April,9,15,0,8.169139465875372,No Promo,Non-Holiday,Near
87,6,2015-05-23,4960,586,1,0.0,0,0.0,Type A,Basic,560.0,12.0,2010.0,0,0.0,0.0,None,2015,5,May,23,21,1,8.464163822525597,No Promo,Non-Holiday,Very Near
568,5,2015-04-10,5197,441,1,0.0,0,1.0,Type D,Extended,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,April,10,15,0,11.784580498866212,No Promo,Non-Holiday,Near
678,1,2015-03-30,12523,1095,1,1.0,0,1.0,Type C,Basic,3250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,30,14,0,11.436529680365297,Promo,Non-Holiday,Near
231,5,2015-01-16,5812,480,1,1.0,0.0,0.0,Type D,Extended,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",2015,1,January,16,3,0,12.108333333333333,Promo,Holiday,Near
771,1,2015-05-04,9306,880,1,1.0,0,0.0,Type A,Basic,20640.0,9.0,2007.0,0,0.0,0.0,None,2015,5,May,4,19,0,10.575,Promo,Non-Holiday,
827,6,2015-07-04,18025,2469,1,0.0,0,0.0,Type A,Extended,250.0,1.0,2005.0,0,0.0,0.0,None,2015,7,July,4,27,1,7.300526528959093,No Promo,Non-Holiday,Very Near
957,1,2015-06-15,14867,1347,1,1.0,0,0.0,Type D,Extended,1420.0,11.0,2012.0,0,0.0,0.0,None,2015,6,June,15,25,0,11.037119524870082,Promo,Non-Holiday,Near
289,5,2015-06-19,6590,534,1,1.0,0,0.0,Type D,Basic,6540.0,12.0,2007.0,0,0.0,0.0,None,2015,6,June,19,25,0,12.340823970037453,Promo,Non-Holiday,Moderate
934,3,2015-03-18,7173,707,1,1.0,0,0.0,Type A,Extended,5460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,3,March,18,12,0,10.145685997171146,Promo,Non-Holiday,Moderate
448,4,2015-02-05,9246,767,1,1.0,0.0,0.0,Type A,Extended,3970.0,9.0,2009.0,0,0.0,0.0,None,2015,2,February,5,6,0,12.054758800521512,Promo,Holiday,Near
105,1,2015-06-01,6365,591,1,1.0,0,1.0,Type A,Extended,6190.0,0.0,0.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,June,1,23,0,10.769881556683588,Promo,Non-Holiday,Moderate
210,1,2015-02-23,2624,249,1,0.0,0,0.0,Type D,Basic,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,2,February,23,9,0,10.538152610441767,No Promo,Non-Holiday,Very Near
560,1,2015-03-23,10962,1408,1,0.0,0,0.0,Type C,Extended,1910.0,7.0,2013.0,0,0.0,0.0,None,2015,3,March,23,13,0,7.785511363636363,No Promo,Non-Holiday,Near
533,3,2015-06-10,8385,830,1,0.0,0,0.0,Type A,Extended,5950.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,10,24,0,10.102409638554217,No Promo,Non-Holiday,Moderate
205,4,2015-01-29,6653,879,1,1.0,0.0,0.0,Type A,Basic,110.0,12.0,2007.0,0,0.0,0.0,None,2015,1,January,29,5,0,7.568828213879408,Promo,Holiday,Very Near
28,3,2015-01-21,3448,444,1,0.0,0.0,0.0,Type A,Basic,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,January,21,4,0,7.7657657657657655,No Promo,Holiday,Near
709,5,2015-02-27,10243,1328,1,0.0,0,0.0,Type A,Basic,500.0,12.0,2010.0,0,0.0,0.0,None,2015,2,February,27,9,0,7.713102409638554,No Promo,Non-Holiday,Very Near
694,3,2015-07-15,8850,761,1,1.0,0,0.0,Type A,Extended,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,July,15,29,0,11.629434954007884,Promo,Non-Holiday,Very Near
889,5,2015-03-27,4547,511,1,0.0,0,0.0,Type D,Basic,18670.0,12.0,2005.0,0,0.0,0.0,None,2015,3,March,27,13,0,8.898238747553815,No Promo,Non-Holiday,Far
341,6,2015-04-04,6473,903,1,0.0,0,0.0,Type A,Basic,190.0,9.0,2011.0,0,0.0,0.0,None,2015,4,April,4,14,1,7.168327796234773,No Promo,Non-Holiday,Very Near
752,4,2015-03-12,3585,375,1,0.0,0,0.0,Type A,Basic,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,3,March,12,11,0,9.56,No Promo,Non-Holiday,Very Near
649,2,2015-03-03,4948,425,1,1.0,0,0.0,Type A,Basic,14570.0,11.0,2002.0,0,0.0,0.0,None,2015,3,March,3,10,0,11.64235294117647,Promo,Non-Holiday,Far
1024,5,2015-07-31,8337,920,1,1.0,0,1.0,Type C,Extended,1990.0,1.0,2012.0,0,0.0,0.0,None,2015,7,July,31,31,0,9.06195652173913,Promo,Non-Holiday,Near
237,2,2015-04-21,4149,560,1,0.0,0,0.0,Type A,Basic,1420.0,11.0,2007.0,0,0.0,0.0,None,2015,4,April,21,17,0,7.4089285714285715,No Promo,Non-Holiday,Near
